Unnamed: 0,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
3251,"August 5, 2020",Louisiana,New Orleans,4300 block of America St,0,1,http://www.gunviolencearchive.org/incident/1757090,https://www.fox8live.com/2020/08/05/nopd-investigating-shooting-america-st/
3252,"August 5, 2020",Alabama,Montgomery,Oak St and Early St,0,1,http://www.gunviolencearchive.org/incident/1756288,https://www.wsfa.com/2020/08/05/man-injured-after-shooting-montgomery-wednesday/
3253,"August 5, 2020",Louisiana,New Orleans,6000 block of Chef Menteur Hwy,0,1,http://www.gunviolencearchive.org/incident/1757095,https://nopdnews.com/post/august-2020/nopd-identifies-wanted-suspect-in-seventh-dist-(1)/
3254,"August 5, 2020",Texas,Round Rock,700 block of Louis Henna Blvd,0,0,http://www.gunviolencearchive.org/incident/1758109,https://www.statesman.com/news/20200807/police-man-tied-up-pregnant-girlfriend-in-round-rock-threatened-to-kill-her?rssfeed=true
3255,"August 5, 2020",North Carolina,Asheville,Buffalo St,1,0,http://www.gunviolencearchive.org/incident/1757173,https://www.citizen-times.com/story/news/local/2020/08/06/police-investigated-west-asheville-homicide-buffalo-street/3307463001/
3256,"August 5, 2020",Alabama,Grant,Columbus City Rd,1,0,http://www.gunviolencearchive.org/incident/1758121,https://whnt.com/news/body-found-in-grant-identified-police-say-victim-was-shot/
3257,"August 5, 2020",Hawaii,Honolulu,Ualena St,0,1,http://www.gunviolencearchive.org/incident/1756311,https://www.khon2.com/local-news/honolulu-ems-responds-to-reported-shooting-incident-near-airport/
3258,"August 5, 2020",Arkansas,Jonesboro,600 block of E Alpine St,0,0,http://www.gunviolencearchive.org/incident/1758131,https://www.kait8.com/2020/08/06/jonesboro-police-investigate-after-shots-fired-residence/
3259,"August 5, 2020",Massachusetts,Worcester,87 Perry Ave,0,0,http://www.gunviolencearchive.org/incident/1762368,https://www.telegram.com/news/20200811/rifles-ammo-cash-pills-seized-from-worcester-mans-apartment?rssfeed=true
3260,"August 5, 2020",South Carolina,Barnwell,Harris Rd,1,0,http://www.gunviolencearchive.org/incident/1757203,https://www.aikenstandard.com/news/police-investigating-possible-homicide-in-barnwell/article_99314b1a-d78e-11ea-ab6a-4b717dabddbe.html
3261,"August 5, 2020",Connecticut,New London,Blydenburg Ave and Robinson St,0,0,http://www.gunviolencearchive.org/incident/1756320,https://www.theday.com/policefirecourts/20200805/officers-hear-shots-fired-find-shell-casings-in-new-london
3262,"August 5, 2020",Connecticut,Waterbury,Colonial Ave,0,0,http://www.gunviolencearchive.org/incident/1756322,https://www.rep-am.com/local/localnews/2020/08/05/police-investigate-shooting-on-colonial-avenue/
3263,"August 5, 2020",Massachusetts,Boston,Mayfair St,0,0,http://www.gunviolencearchive.org/incident/1756324,https://www.universalhub.com/crime/20200805/shots-fired-either-side-mlk-boulevard-roxbury
3264,"August 5, 2020",Oregon,Gresham,200 block of NE 165th Ave,0,2,http://www.gunviolencearchive.org/incident/1756330,https://katu.com/news/local/2-children-shot-in-gresham
3265,"August 5, 2020",Oregon,Portland,9100 block of SE Division St,0,1,http://www.gunviolencearchive.org/incident/1756334,https://katu.com/news/local/man-shot-in-the-stomach-in-portlands-montavilla-neighborhood
3266,"August 5, 2020",New York,Corona (Queens),Cypress Ave and Cornelia St,0,2,http://www.gunviolencearchive.org/incident/1756096,https://nypost.com/2020/08/05/innocent-bystander-among-two-injured-in-nyc-shooting/
3267,"August 5, 2020",Washington,Othello,800 block of Larch St,0,0,http://www.gunviolencearchive.org/incident/1756364,https://www.yaktrinews.com/othello-police-looking-for-possibly-armed-man-following-officer-involved-shooting/
3268,"August 5, 2020",Connecticut,New Haven,Chapel St,0,0,http://www.gunviolencearchive.org/incident/1758185,https://www.courant.com/breaking-news/hc-br-new-haven-gun-violence-crackdown-20200808-6tgj3giylfhgvbqcojwrtvpzyu-story.html
3269,"August 27, 2020",Tennessee,Memphis,TN-385 and Ridgeway Rd,0,2,http://www.gunviolencearchive.org/incident/1777356,https://wreg.com/news/man-injured-in-possible-roadway-shooting-at-highway-385-ridgeway/
3270,"August 27, 2020",Mississippi,Moss Point,4130 Main St,0,0,http://www.gunviolencearchive.org/incident/1782482,https://www.wxxv25.com/2020/09/01/police-investigating-shooting-moss-point-express/
3271,"August 27, 2020",Maine,Greenville Junction,18 Beech St,2,0,http://www.gunviolencearchive.org/incident/1778635,https://www.pressherald.com/2020/08/29/greenville-couple-dead-in-apparent-murder-suicide/
3272,"August 27, 2020",Alabama,Union Springs,Underwood Ave and Baskin St,1,0,http://www.gunviolencearchive.org/incident/1777392,https://www.wtvm.com/2020/08/28/pedestrian-shot-death-apparently-crossing-road-too-slowly/
3273,"August 27, 2020",Ohio,Columbus,3320 Morse Rd,0,1,http://www.gunviolencearchive.org/incident/1776438,https://abc6onyourside.com/news/local/police-investigating-shooting-in-blendon-township
3274,"August 27, 2020",Tennessee,Murfreesboro,2325 Willowbrook Dr,1,0,http://www.gunviolencearchive.org/incident/1777390,https://www.newschannel5.com/news/one-person-shot-and-killed-in-murfreesboro
3275,"August 27, 2020",Virginia,Hampton,400 block of Melville Rd,0,0,http://www.gunviolencearchive.org/incident/1781310,https://www.13newsnow.com/article/news/crime/woman-shot-on-melville-road-in-hampton/291-cb750e0c-81ab-4de7-acc7-c6d561a61de1
3276,"August 27, 2020",Louisiana,Gretna (Terrytown),2000 block of Daniels Rd,0,1,http://www.gunviolencearchive.org/incident/1783626,https://www.nola.com/news/crime_police/article_6cd54bc4-ed74-11ea-a09b-1fc7a504d736.html
3277,"August 27, 2020",Virginia,Richmond,2310 Mechanicsville Turnpike,0,0,http://www.gunviolencearchive.org/incident/1777397,https://www.wtvr.com/news/local-news/no-injuries-in-mechanicsville-turnpike-road-rage-shooting
3278,"August 5, 2020",Indiana,Shoals,14623 IN-450,1,0,http://www.gunviolencearchive.org/incident/1757031,https://www.washtimesherald.com/news/fatal-shooting-in-martin-county/article_d03dd004-d83f-11ea-8fd3-9b030d176142.html
3279,"August 5, 2020",Indiana,Indianapolis,1000 block of S Denny St,0,1,http://www.gunviolencearchive.org/incident/1756206,https://www.theindychannel.com/news/local-news/woman-shot-inside-her-indianapolis-home
3280,"August 5, 2020",New York,Rochester,Sherwood Ave and Chili Ave,0,1,http://www.gunviolencearchive.org/incident/1756208,https://13wham.com/news/local/rochester-police-investigation-underway-on-west-side
3281,"August 5, 2020",Colorado,Denver,2400 Quebec St,0,0,http://www.gunviolencearchive.org/incident/1760126,https://www.thedenverchannel.com/news/local-news/it-was-like-a-war-zone-residents-scramble-for-safety-following-gunfight-at-fred-thomas-park
3282,"August 5, 2020",California,Mentone,Capri Ave and Malachite Ave,1,0,http://www.gunviolencearchive.org/incident/1758969,https://www.pe.com/2020/08/08/man-shot-to-death-in-mentone-during-argument-suspect-arrested/
3283,"August 5, 2020",Arkansas,Jonesboro,Kristal Dr and Richardson Dr,0,1,http://www.gunviolencearchive.org/incident/1757046,https://www.jonesborosun.com/news/local/police-courts-for-aug-7-2020/article_3f143678-a5be-5e1b-8308-e8f815247f62.html
3284,"August 5, 2020",Maryland,Baltimore,1700 block of McCulloh St,1,1,http://www.gunviolencearchive.org/incident/1755895,https://www.wmar2news.com/news/region/baltimore-city/one-person-killed-another-injured-in-double-shooting-on-mcculloh-street-in-baltimore
3285,"August 5, 2020",Maryland,Baltimore,702 Whitelock St,1,0,http://www.gunviolencearchive.org/incident/1757535,https://foxbaltimore.com/news/local/60-year-old-man-shot-and-killed-search-for-suspect-continues
3286,"August 5, 2020",Mississippi,Meridian,Skyland Dr,0,1,http://www.gunviolencearchive.org/incident/1756243,https://www.meridianstar.com/news/lauderdale-county-sheriffs-department-investigates-shooting/article_36b88756-d76a-11ea-9e0f-7f2a124ee0c3.html
3287,"August 27, 2020",Washington,Spokane,E Desmet Ave and N Altamont St,0,0,http://www.gunviolencearchive.org/incident/1779467,https://www.kxly.com/spokane-police-respond-to-4-drive-by-shootings-since-tuesday/
3288,"August 27, 2020",Ohio,Cincinnati,,0,1,http://www.gunviolencearchive.org/incident/1778606,https://www.daytondailynews.com/news/ohio/mom-charged-after-6-year-old-son-accidentally-shoots-himself/FRKOGLM7ENHMVNTOGMZDYJXWSE/
3289,"August 27, 2020",Illinois,Chicago,6128 S Evans Ave,1,0,http://www.gunviolencearchive.org/incident/1777300,https://chicago.suntimes.com/crime/2020/8/27/21404736/man-shot-dead-gun-violence-homicide-woodlawn-evans
3290,"August 27, 2020",Washington,Orondo,21902 US-97,1,0,http://www.gunviolencearchive.org/incident/1777689,https://www.yaktrinews.com/kittitas-co-sheriff-gunman-in-fatal-shooting-near-vantage-found-dead/
3291,"August 27, 2020",Illinois,Chicago,8100 block of S Bishop St,1,0,http://www.gunviolencearchive.org/incident/1777287,https://chicago.suntimes.com/crime/2020/8/27/21405112/man-dead-gresham-bishop-gun-violence
3292,"August 27, 2020",Maryland,Baltimore,600 block of Cumberland St,0,1,http://www.gunviolencearchive.org/incident/1777961,https://baltimore.cbslocal.com/2020/10/27/2-men-charged-in-west-baltimore-shooting-from-august/
3293,"August 27, 2020",North Carolina,High Point,2400 Clifton St,0,0,http://www.gunviolencearchive.org/incident/1782591,https://myfox8.com/news/main-focus-is-cars-guns-and-people-high-point-police-deal-with-string-of-drive-by-shootings/
3294,"August 27, 2020",North Carolina,High Point,N Main St and Westchester Dr,0,0,http://www.gunviolencearchive.org/incident/1782592,https://myfox8.com/news/main-focus-is-cars-guns-and-people-high-point-police-deal-with-string-of-drive-by-shootings/
3295,"August 27, 2020",Florida,Miami (Sweetwater),10580 SW 8th St,1,0,http://www.gunviolencearchive.org/incident/1776896,https://cbs12.com/news/local/man-charged-in-murder-outside-miami-barbershop
3296,"August 27, 2020",Illinois,Chicago,100 block of N Keeler Ave,1,0,http://www.gunviolencearchive.org/incident/1777721,https://chicago.suntimes.com/crime/2020/8/27/21405151/man-shot-dead-west-garfield-park-keeler-gun-violence
3297,"August 27, 2020",Oklahoma,Lawton,4741 NW Motif Manor Blvd,0,1,http://www.gunviolencearchive.org/incident/1776971,https://www.swoknews.com/news/pair-of-shooting-incidents-under-investigation/article_5847c3d9-8559-5a35-82bd-e20028dfa592.html
3298,"August 27, 2020",Illinois,Chicago,8000 block of S Richmond St,0,1,http://www.gunviolencearchive.org/incident/1777743,https://chicago.suntimes.com/crime/2020/8/28/21405256/chicago-shootings-gun-violence-homicide-thursday-august-27-2020
3299,"August 27, 2020",Illinois,Chicago,1300 block of N Rockwell St,0,1,http://www.gunviolencearchive.org/incident/1777731,https://chicago.suntimes.com/crime/2020/8/28/21405256/chicago-shootings-gun-violence-homicide-thursday-august-27-2020
3300,"August 27, 2020",Illinois,Chicago,11900 block of S Michigan Ave,0,1,http://www.gunviolencearchive.org/incident/1777736,https://chicago.suntimes.com/crime/2020/8/28/21405256/chicago-shootings-gun-violence-homicide-thursday-august-27-2020
3301,"August 27, 2020",Arizona,Flagstaff,2601 E Huntington Dr,0,1,http://www.gunviolencearchive.org/incident/1778030,http://flagscanner.com/breaking-shooting-at-walmart-huntington/
3302,"August 27, 2020",Illinois,Chicago,8800 block of S Burley Ave,0,1,http://www.gunviolencearchive.org/incident/1777748,https://chicago.suntimes.com/crime/2020/8/28/21405256/chicago-shootings-gun-violence-homicide-thursday-august-27-2020
3303,"August 27, 2020",Illinois,Chicago,800 block of E 82nd St,0,1,http://www.gunviolencearchive.org/incident/1777754,https://chicago.suntimes.com/crime/2020/8/28/21405256/chicago-shootings-gun-violence-homicide-thursday-august-27-2020
3304,"August 27, 2020",Missouri,Saint Louis,S 14th St and Chouteau Ave,0,1,http://www.gunviolencearchive.org/incident/1776690,https://www.stltoday.com/news/local/crime-and-courts/two-men-slain-seven-people-injured-in-series-of-overnight-shootings-in-st-louis/article_d69fb120-3dab-53fd-90ef-e305c8d6eb65.html
3305,"August 27, 2020",Missouri,Saint Louis,Goodfellow Blvd and Natural Bridge Ave,0,1,http://www.gunviolencearchive.org/incident/1776674,https://www.stltoday.com/news/local/crime-and-courts/two-men-slain-seven-people-injured-in-series-of-overnight-shootings-in-st-louis/article_d69fb120-3dab-53fd-90ef-e305c8d6eb65.html
3306,"August 27, 2020",Illinois,Chicago,2200 block of W 21st St,0,1,http://www.gunviolencearchive.org/incident/1777762,https://chicago.suntimes.com/crime/2020/8/28/21405256/chicago-shootings-gun-violence-homicide-thursday-august-27-2020
3307,"August 27, 2020",Missouri,Saint Louis,N Broadway and Blase Ave,0,1,http://www.gunviolencearchive.org/incident/1776722,https://www.stltoday.com/news/local/crime-and-courts/two-men-slain-seven-people-injured-in-series-of-overnight-shootings-in-st-louis/article_d69fb120-3dab-53fd-90ef-e305c8d6eb65.html
3308,"August 27, 2020",Illinois,Chicago,9134 S Justine St,0,1,http://www.gunviolencearchive.org/incident/1777270,https://chicago.suntimes.com/crime/2020/8/28/21405256/chicago-shootings-gun-violence-homicide-thursday-august-27-2020
3309,"August 27, 2020",Michigan,Sandusky,W Marion St,0,1,http://www.gunviolencearchive.org/incident/1777716,https://sanilaccountynews.mihomepaper.com/articles/mom-shot-while-baby-sits-nearby/
3310,"August 27, 2020",California,Oakland,46th Ave and Coliseum Way,0,1,http://www.gunviolencearchive.org/incident/1776757,http:// https://www.eastbaytimes.com/2020/08/27/man-shot-in-east-oakland-27/
3311,"August 27, 2020",Maryland,Silver Spring,11500 block of Stewart Ln,0,2,http://www.gunviolencearchive.org/incident/1776944,https://patch.com/maryland/silverspring/teen-charged-adult-white-oak-shooting-police
3312,"August 27, 2020",Michigan,Kalamazoo,1100 block of Maywood Ave,0,0,http://www.gunviolencearchive.org/incident/1779198,https://www.mlive.com/news/kalamazoo/2020/08/kalamazoo-residents-shot-at-inside-home-soon-after-moving-in-police-say.html
3313,"August 27, 2020",Louisiana,New Orleans,700 block of Poland Ave,0,1,http://www.gunviolencearchive.org/incident/1777298,https://www.fox8live.com/2020/08/27/man-injured-bywater-shooting/
3314,"August 27, 2020",Texas,San Marcos,929 Boulder Bluff,3,0,http://www.gunviolencearchive.org/incident/1778159,https://www.ksat.com/news/local/2020/09/16/father-suspected-of-killing-infant-toddler-daughters-before-turning-gun-on-self-in-hays-county/
3315,"August 27, 2020",Virginia,Abingdon,25000 block of Watauga Rd,0,1,http://www.gunviolencearchive.org/incident/1777166,https://heraldcourier.com/news/local/man-arrested-wife-wounded-in-washington-county-shooting/article_21618210-ee82-5891-ab12-4ed5d5cfb578.html
3316,"August 27, 2020",Michigan,Southfield,Southfield Rd and 8 Mile Rd,0,0,http://www.gunviolencearchive.org/incident/1779205,https://twitter.com/mspmetrodet/status/1299305247890903040
3317,"August 27, 2020",Texas,Houston,6425 Westheimer Rd,1,0,http://www.gunviolencearchive.org/incident/1778414,http://www.houstontx.gov/police/nr/2020/aug/nr200827-2.htm
3318,"August 27, 2020",North Carolina,Cary,100 block of Connemara Dr,1,0,http://www.gunviolencearchive.org/incident/1777579,https://www.cbs17.com/news/local-news/wake-county-news/cary-police-id-man-found-shot-to-death-near-community-pol/
3319,"August 27, 2020",North Carolina,Raleigh,3200 block of Holston Ln,0,1,http://www.gunviolencearchive.org/incident/1778426,https://www.cbs17.com/news/local-news/wake-county-news/man-hospitalized-after-shooting-at-raleigh-apartments/
3320,"August 27, 2020",North Carolina,Wilmington,500 block of Anderson St,0,1,http://www.gunviolencearchive.org/incident/1777570,https://www.wect.com/2020/08/27/wpd-reports-shots-fired-east-downtown-wilmington/
3321,"August 27, 2020",Texas,Lubbock,9902 County Rd 6900,1,0,http://www.gunviolencearchive.org/incident/1777347,https://www.lubbockonline.com/news/20200828/police-1-charged-in-killing-at-west-lubbock-rv-park
3322,"August 27, 2020",Florida,Tallahassee,7400 block of Ox Bow Cir,1,0,http://www.gunviolencearchive.org/incident/1778297,https://www.tallahassee.com/story/news/2020/09/02/lcso-pulls-back-name-photo-home-invasion-murder-suspect-citing-public-records-exemption/5691369002/
3323,"August 27, 2020",California,Culver City,Venice Blvd and Tuller Ave,0,0,http://www.gunviolencearchive.org/incident/1777323,https://mynewsla.com/crime/2020/08/27/culver-city-police-investigating-shots-fired-incident/
3324,"August 27, 2020",Mississippi,Jackson,100 block of Cedarhurst Rd,0,1,http://www.gunviolencearchive.org/incident/1777326,https://www.wapt.com/article/man-critically-wounded-in-jackson-shooting-cedarhurst-road/33824723
3325,"August 27, 2020",Virginia,Triangle,18100 block of Kilmer Ln,0,0,http://www.gunviolencearchive.org/incident/1777186,https://www.princewilliamtimes.com/news/police-3-arrested-after-firing-gunshots-crashing-stolen-suv-in-dumfries/article_ed827312-e8a8-11ea-a7ec-8bf253fbe15f.html
3326,"August 27, 2020",California,San Bernardino,1500 block of E Pumalo St,1,2,http://www.gunviolencearchive.org/incident/1780214,https://www.sbsun.com/2020/08/29/man-killed-2-critically-wounded-in-shooting-in-san-bernardino/
3327,"August 27, 2020",Kansas,Emporia,638 Sherman St,0,1,http://www.gunviolencearchive.org/incident/1777334,https://www.kvoe.com/news/item/50070-apparently-accidental-shooting-incident-in-west-central-emporia-sends-woman-to-newman-regional-health
3328,"August 27, 2020",Texas,Edinburg,N Jackson Rd and W Rogers Rd,0,1,http://www.gunviolencearchive.org/incident/1778444,https://www.valleycentral.com/news/local-news/edinburg-police-investigate-shooting-caused-by-dispute/
3329,"August 27, 2020",Georgia,Macon,Montpelier Ave & Pio Nono Ave,0,1,http://www.gunviolencearchive.org/incident/1778338,https://www.13wmaz.com/article/news/local/two-men-charged-after-mercer-student-shot-while-driving/93-247e2d25-ae7f-47a4-b117-9541d13af390
3330,"August 27, 2020",Texas,Fort Worth,E Robert St and S Riverside Dr,0,1,http://www.gunviolencearchive.org/incident/1777345,https://www.star-telegram.com/news/local/fort-worth/article245291785.html
3331,"August 27, 2020",Indiana,West Lafayette,1100 block of Windsor Dr,0,1,http://www.gunviolencearchive.org/incident/1776961,https://www.jconline.com/story/news/crime/2020/09/02/man-shot-west-lafayette-continues-recover-indy-hospital/5690407002/
3332,"August 27, 2020",Texas,Belton,400 block of Smith St,1,0,http://www.gunviolencearchive.org/incident/1777364,https://www.tdtnews.com/news/central_texas_news/article_54a85538-e93b-11ea-8319-bb36f7e7c0f1.html
3333,"August 27, 2020",Arkansas,Fort Smith,4000 block of Brockman Ave,0,0,http://www.gunviolencearchive.org/incident/1786279,https://www.swtimes.com/news/20200903/police-investigate-shooting-reports
3334,"August 27, 2020",Virginia,Portsmouth,200 block of Dale Dr,0,1,http://www.gunviolencearchive.org/incident/1778373,https://www.13newsnow.com/article/news/crime/portsmouth-police-searching-for-suspect-in-womans-shooting/291-c9f24b71-90c1-4567-a275-9897a930552a
3335,"August 27, 2020",Texas,Tyler,W 29th St and Carter Blvd E,0,1,http://www.gunviolencearchive.org/incident/1777349,https://www.cbs19.tv/article/news/local/man-hospitalized-after-being-shot-multiple-times-in-tyler/501-f6b67c6b-719c-4c24-bac1-f9d187a5002f
3336,"August 27, 2020",California,Yucca Valley,Sage Rd,1,0,http://www.gunviolencearchive.org/incident/1777351,https://www.kesq.com/news/crime/2020/08/27/man-killed-in-early-morning-shooting-in-yucca-valley/
3337,"May 16, 2020",New Jersey,Orange,500 block of Liberty St,1,0,http://www.gunviolencearchive.org/incident/1682084,https://www.nj.com/essex/2020/05/23-year-old-shot-and-killed-in-orange-cops-say.html
3338,"May 16, 2020",Wisconsin,Milwaukee,4100 block of W Villard Ave,0,1,http://www.gunviolencearchive.org/incident/1681704,https://fox6now.com/2020/05/16/milwaukee-police-man-shot-wounded-in-shooting-near-hopkins-and-villard/
3339,"May 16, 2020",North Carolina,Charlotte,2425 Barringer Dr,0,1,http://www.gunviolencearchive.org/incident/1681707,https://www.wbtv.com/2020/05/16/injured-shooting-near-southwest-charlotte-park/
3340,"May 16, 2020",Minnesota,Minneapolis,3000 block of Dupont Ave N,1,0,http://www.gunviolencearchive.org/incident/1681721,https://minnesota.cbslocal.com/2020/05/19/jack-perry-frazier-identified-as-40-year-old-mpls-man-killed-in-shooting-saturday-evening/
3341,"May 16, 2020",Utah,Salt Lake City,3455 W Ninigret Dr,0,1,http://www.gunviolencearchive.org/incident/1681687,https://gephardtdaily.com/local/19-year-old-woman-hit-by-gunfire-in-salt-lake-city-parking-lot/
3342,"May 16, 2020",Georgia,Stone Mountain,Hambrick Rd and Rockbridge Rd SW,0,0,http://www.gunviolencearchive.org/incident/1701618,https://www.ajc.com/news/crime--law/man-sought-for-questioning-dekalb-gas-station-shooting/zcEAbc6gaAntKpJFH7gtHN/
3343,"May 16, 2020",Louisiana,Donaldsonville,100 Shonte Way Dr,1,1,http://www.gunviolencearchive.org/incident/1681884,https://www.wbrz.com/news/two-injured-in-weekend-donaldsonville-shooting/
3344,"May 16, 2020",North Carolina,Charlotte,Old Carolina Dr,0,0,http://www.gunviolencearchive.org/incident/1683309,https://www.wbtv.com/2020/05/19/drive-by-shooting-captured-doorbell-cam-home-with-children-inside-struck/
3345,"May 16, 2020",Mississippi,Jackson,1000 block of Bailey Ave,0,1,http://www.gunviolencearchive.org/incident/1682438,https://www.wjtv.com/news/man-shot-in-back-on-bailey-avenue-in-jackson/
3346,"May 16, 2020",North Carolina,Conetoe,101 N Canal St,1,0,http://www.gunviolencearchive.org/incident/1681723,https://www.cbs17.com/news/local-news/man-dies-after-hes-shot-in-head-at-edgecombe-county-gas-station/
3347,"May 16, 2020",Georgia,Atlanta,3645 Habersham Rd NE,1,0,http://www.gunviolencearchive.org/incident/1680994,https://www.ajc.com/news/crime--law/breaking-year-old-charged-with-murder-buckhead-apartment-complex-shooting/Pg75E4h8xtGbl1iKTxBaEP/
3348,"May 16, 2020",New Jersey,Passaic,Summer St and Federal St,0,0,http://www.gunviolencearchive.org/incident/1682096,https://www.nj.com/passaic-county/2020/06/month-after-shooting-in-nj-city-police-arrest-18-year-old.html
3349,"May 16, 2020",Delaware,Claymont,4th Ave,0,1,http://www.gunviolencearchive.org/incident/1681814,https://www.wdel.com/news/police-charge-man-21-with-claymont-shooting/article_f3aa5dae-9b6e-11ea-bd2e-bf557af00e29.html
3350,"May 16, 2020",New York,Tonawanda,1150 Sheridan Dr,0,1,http://www.gunviolencearchive.org/incident/1681060,https://twitter.com/tonawandafire/status/1261743685043134468?s=21
3351,"May 16, 2020",Georgia,Forsyth,23 Clearview Ave,0,1,http://www.gunviolencearchive.org/incident/1681526,https://wgxa.tv/news/local/gbi-suspect-arrested-in-connection-with-monroe-county-officer-involved-shooting
3352,"May 16, 2020",Indiana,Indianapolis,2600 block of E Riverside Dr,0,1,http://www.gunviolencearchive.org/incident/1681777,https://fox59.com/news/shooting-leaves-one-critical-on-indys-near-northwest-side/
3353,"May 16, 2020",Minnesota,Minneapolis (Richfield),67th St and 5th Ave,0,0,http://www.gunviolencearchive.org/incident/1681091,https://minnesota.cbslocal.com/2020/05/16/police-search-for-man-who-shot-at-another-driver-in-act-of-road-rage-after-car-crash-near-mpls/
3354,"May 16, 2020",New York,Troy,Douw Street,0,1,http://www.gunviolencearchive.org/incident/1681785,https://www.timesunion.com/news/article/Man-hospitalized-in-Troy-shooting-15276356.php
3355,"May 16, 2020",Pennsylvania,Allentown,700 block of Lumber St,0,1,http://www.gunviolencearchive.org/incident/1681098,https://www.wfmz.com/news/area/lehighvalley/allentown-police-investigate-3-separate-gunshot-wound-victims/article_78e33296-977a-11ea-b510-1b96ba40acc8.html
3356,"May 16, 2020",Pennsylvania,Allentown,,0,1,http://www.gunviolencearchive.org/incident/1681105,https://www.wfmz.com/news/area/lehighvalley/allentown-police-investigate-3-separate-gunshot-wound-victims/article_78e33296-977a-11ea-b510-1b96ba40acc8.html
3357,"May 16, 2020",Indiana,Gary,4300 Cleveland St,0,0,http://www.gunviolencearchive.org/incident/1681802,https://www.nwitimes.com/news/local/crime-and-courts/man-flees-into-woods-following-shooting-near-gas-station-police-say/article_8de17de6-5f01-5e39-ba15-a0e5b2ba6863.html#tracking-source=home-trending
3358,"May 16, 2020",Michigan,Detroit,Freeland St and Fenkell Ave,0,0,http://www.gunviolencearchive.org/incident/1681805,https://www.facebook.com/TheDetroitScanner/posts/3338237722866926
3359,"May 16, 2020",Michigan,Detroit,Tireman Ave and Outer Dr W,0,0,http://www.gunviolencearchive.org/incident/1681809,https://www.facebook.com/TheDetroitScanner/posts/3338567829500582
3360,"May 16, 2020",Delaware,Wilmington,200 block of W 22nd St,0,0,http://www.gunviolencearchive.org/incident/1684109,https://local.nixle.com/alert/8005148/
3361,"May 16, 2020",Maryland,Essex,50 block of Skipjack Ct,1,1,http://www.gunviolencearchive.org/incident/1681548,https://www.baltimoresun.com/news/crime/bs-md-co-cr-police-shooting-essex-20200517-s3qdk4nxe5edziyx6zrma6yhfy-story.html
3362,"November 21, 2020",Louisiana,Lake Charles,1300 block of St Mary Dr,0,0,http://www.gunviolencearchive.org/incident/1865796,https://www.katc.com/news/calcasieu-parish/18-year-olds-arrested-for-lake-charles-drive-by-shootings
3363,"November 21, 2020",New Jersey,Paterson,Van Houten St and Summer St,0,1,http://www.gunviolencearchive.org/incident/1859080,https://dailyvoice.com/new-jersey/englewood/police-fire/two-shot-in-paterson-four-blocks-40-minutes-apart/798361/
3364,"November 21, 2020",New Jersey,Paterson,Hamilton Ave and E 18th St,0,1,http://www.gunviolencearchive.org/incident/1859082,https://dailyvoice.com/new-jersey/englewood/police-fire/two-shot-in-paterson-four-blocks-40-minutes-apart/798361/
3365,"November 21, 2020",California,Oro Valley,N Poinsettia Ave,1,0,http://www.gunviolencearchive.org/incident/1857900,https://kvoa.com/breaking-news/2020/11/21/oro-valley-police-confirm-officer-involved-shooting/
3366,"November 21, 2020",Virginia,Norfolk,6200 block of Chesapeake Blvd,0,0,http://www.gunviolencearchive.org/incident/1857913,https://www.wavy.com/news/local-news/norfolk/norfolk-police-investigating-3-separate-overnight-shootings/
3367,"November 21, 2020",Virginia,Norfolk,Alexander St and Pall Mall St,0,0,http://www.gunviolencearchive.org/incident/1857914,https://www.wavy.com/news/local-news/norfolk/norfolk-police-investigating-3-separate-overnight-shootings/
3368,"November 21, 2020",Alabama,Mobile,1200 block of Athey Rd,0,1,http://www.gunviolencearchive.org/incident/1860102,https://www.fox10tv.com/news/mpd-2-year-old-boy-recovering-after-being-shot-by-father/article_edc9c1f4-2dbd-11eb-b30f-abe5836fc307.html
3369,"November 21, 2020",Texas,Buda,200 block of Shale Cir,1,0,http://www.gunviolencearchive.org/incident/1859094,https://www.ksat.com/news/local/2020/11/22/man-charged-with-first-degree-murder-after-fatally-shooting-father-in-living-room-deputies-say/
3370,"November 21, 2020",Virginia,Falls Church,7300 block of Parkwood Ct,0,1,http://www.gunviolencearchive.org/incident/1857930,https://www.wusa9.com/article/news/crime/falls-church-shooting-today-saturday-virginia-fairfax-county/65-3591ac38-c12c-4a85-93d3-b3293d815373
3371,"November 21, 2020",New York,New York (Manhattan),125th St and 2nd Ave,1,0,http://www.gunviolencearchive.org/incident/1857732,https://nypost.com/2020/11/22/teen-wounded-two-men-shot-dead-during-bloody-saturday/
3372,"November 21, 2020",Texas,Temple,1720 S 1st St,0,1,http://www.gunviolencearchive.org/incident/1890520,https://www.tdtnews.com/news/central_texas_news/article_20805fd6-43da-11eb-a0c1-fb2c2f0209ca.html
3373,"November 21, 2020",Louisiana,New Orleans (Gentilly),2500 block of Clover St,1,0,http://www.gunviolencearchive.org/incident/1857602,https://www.wwltv.com/article/news/crime/nopd-investigating-gentilly-homicide/289-12b6acda-bb51-45d1-a0f4-c6cd868f9bdd
3374,"November 21, 2020",Texas,San Antonio,1600 block of Probandt St,1,0,http://www.gunviolencearchive.org/incident/1858038,https://www.ksat.com/news/local/2020/11/23/teen-arrested-after-18-year-old-killed-in-garage-apartment-on-south-side-of-san-antonio/
